Day,Product vendor,Product title,Product type,Product variant ID,Product variant title,Hour,Hour of day,Product ID,Product tag,Product variant SKU,Order ID,Sales channel,POS location ID,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,Quantity ordered
2025-01-17,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-17 12:00,12,7.27485E+12,,,5.73359E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-17,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-17 12:00,12,9.20944E+12,local vendors,,5.7336E+12,Point of Sale,67810984120,1,50,-7.5,0,42.5,0,0,0,5.11,47.61,2
2025-01-17,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-17 10:00,10,7.30876E+12,,,5.73352E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-17,Ggumm Studio,Ggumm studio fuzzy keychain,,4.80799E+13,Shirt dress,2025-01-17 13:00,13,7.52193E+12,,,5.73363E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,1
2025-01-17,Belovedbyemily,Beloved by Emily Hair Accessories,Hair Accessories,4.85785E+13,Small hair claw,2025-01-17 14:00,14,7.31545E+12,local vendors,,5.73371E+12,Point of Sale,67810984120,1,7.99,0,0,7.99,0,0,0,0.96,8.95,1
2025-01-17,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-17 12:00,12,7.30876E+12,,,5.7336E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-17,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-17 12:00,12,7.30876E+12,,,5.73361E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-17,Moody candles co,Moody Candles,,5.06752E+13,$15,2025-01-17 16:00,16,9.17862E+12,,,5.73377E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-17,Ggumm Studio,Ggumm studio fuzzy keychain,,4.32138E+13,Overalls,2025-01-17 13:00,13,7.52193E+12,,,5.73363E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-17,Ggumm Studio,Ggumm studio fuzzy keychain,,4.83377E+13,Camera,2025-01-17 13:00,13,7.52193E+12,,,5.73363E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,1
2025-01-17,Ggumm Studio,Ggumm studio fuzzy keychain,,4.32138E+13,,2025-01-17 13:00,13,7.52193E+12,,,5.73363E+12,Point of Sale,67810984120,1,3,0,0,3,0,0,0,0.36,3.36,1
2025-01-17,CHURI,Silver Jewelry,Jewelry,4.85354E+13,Ring $65,2025-01-17 14:00,14,7.30038E+12,,,5.73371E+12,Point of Sale,67810984120,1,65,0,0,65,0,0,0,7.8,72.8,1
2025-01-17,CHURI,Stickers,,4.23667E+13,Cat,2025-01-17 17:00,17,7.30038E+12,,,5.73382E+12,Point of Sale,67810984120,1,2,0,0,2,0,0,0,0.24,2.24,1
2025-01-17,Bead Mindful Gems,Bead Mindful Gem,Clay Earrings,4.25504E+13,Dangles $28,2025-01-17 12:00,12,7.34409E+12,local vendors,,5.73361E+12,Point of Sale,67810984120,1,28,0,0,28,0,0,0,3.36,31.36,1
2025-01-17,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.25375E+13,Daisy with leaf,2025-01-17 11:00,11,7.33735E+12,NEW ARRIVALS,,5.73356E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-17,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-17 13:00,13,7.27485E+12,,,5.73363E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-17,CHURI,Stickers,,4.23667E+13,Cat,2025-01-17 17:00,17,7.30038E+12,,,5.73381E+12,Point of Sale,67810984120,1,6,0,0,6,0,0,0,0.72,6.72,3
2025-01-17,Ggumm Studio,Ggumm Studio Collection,,4.25422E+13,,2025-01-17 12:00,12,7.31059E+12,local vendors,,5.73361E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-17,Nariyal,Nariyal,,4.87887E+13,Single jumbo,2025-01-17 17:00,17,9.26537E+12,local vendors,,5.73381E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-17,CHURI,Stickers,,4.24704E+13,Other,2025-01-17 17:00,17,7.30038E+12,,,5.73381E+12,Point of Sale,67810984120,1,14,0,0,14,0,0,0,1.68,15.68,7
2025-01-17,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-17 12:00,12,7.3044E+12,,,5.7336E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-17,CHURI,Sunflower Crochet Tote Bag,Crochet Tote Bag,4.88038E+13,,2025-01-17 14:00,14,7.21916E+12,,,5.73368E+12,Point of Sale,67810984120,1,95,0,0,95,0,0,0,11.4,106.4,1
2025-01-17,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-17 12:00,12,7.3044E+12,,,5.7336E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-17,CHURI,Stickers,,4.24704E+13,Other,2025-01-17 10:00,10,7.30038E+12,,,5.73352E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,10
2025-01-17,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-17 12:00,12,7.3044E+12,,,5.7336E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-17,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-17 14:00,14,7.3044E+12,,,5.73367E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-17,Menom,Menom Mug,Mug,4.30963E+13,Art Mugs,2025-01-17 15:00,15,7.38116E+12,local vendors,,5.73374E+12,Point of Sale,67810984120,1,66,0,0,66,0,0,0,7.92,73.92,1
2025-01-17,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-17 14:00,14,7.3044E+12,,,5.73367E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-17,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-17 14:00,14,7.30876E+12,,,5.73371E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-18,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-18 10:00,10,9.13941E+12,Bow,,5.73439E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Ring $45,2025-01-18 13:00,13,7.30038E+12,,,5.73453E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-18,Camila's Home & Living,Camila's Home & Living,,4.87553E+13,Home Air Freshener,2025-01-18 13:00,13,9.25866E+12,local vendors,,5.73454E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.85355E+13,Ring $45,2025-01-18 13:00,13,7.27485E+12,,,5.73453E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-18 13:00,13,7.27485E+12,,,5.73451E+12,Point of Sale,67810984120,1,40,-20,0,20,0,0,0,2.4,22.4,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-18 16:00,16,7.27485E+12,,,5.73464E+12,Point of Sale,67810984120,1,80,-40,0,40,0,0,0,4.8,44.8,2
2025-01-18,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-18 13:00,13,7.30876E+12,,,5.73455E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-18,Philosophie Hair,Philosophie Hair,,4.29369E+13,GRO Oil 15ml,2025-01-18 12:00,12,7.44784E+12,local vendors,,5.73449E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,Milklady,MilkLady Soap,soap,4.24144E+13,Jasmine Milk Tea,2025-01-18 13:00,13,7.3068E+12,artisan soap,,5.73455E+12,Point of Sale,67810984120,1,12,0,0,12,0,0,0,1.44,13.44,1
2025-01-18,Wick Off Candles,Wick Off Candles,,4.85872E+13,Rubber duck,2025-01-18 17:00,17,9.22232E+12,local vendors,,5.73467E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-18,Wick Off Candles,Wick Off Candles,,4.85872E+13,Rubber duck,2025-01-18 13:00,13,9.22232E+12,local vendors,,5.73455E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-18 15:00,15,7.27485E+12,,,5.73461E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-18 14:00,14,7.3044E+12,,,5.73457E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-18 16:00,16,9.20944E+12,local vendors,,5.73464E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-18,Belovedbyemily,Beloved by Emily Hair Accessories,Hair Accessories,4.24704E+13,Hair Claws,2025-01-18 12:00,12,7.31545E+12,local vendors,,5.73448E+12,Point of Sale,67810984120,1,8.99,0,0,8.99,0,0,0,1.08,10.07,1
2025-01-18,Yum Ice,Yum Ice - Freeze Dried Candy,Freeze- Dried Candy,4.24144E+13,01- Gummy Clusters,2025-01-18 12:00,12,7.30681E+12,local vendors,,5.7345E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,1
2025-01-18,Frosted Fox Bath co,Frosted Fox Bath co,Bath salt,5.06614E+13,ST steamers,2025-01-18 13:00,13,9.20818E+12,local vendors,,5.73455E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-18 16:00,16,9.20944E+12,local vendors,,5.73464E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-18 10:00,10,7.3044E+12,,,5.73438E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-18,Philosophie Hair,Philosophie Hair,,4.29369E+13,GRO Oil 15ml,2025-01-18 16:00,16,7.44784E+12,local vendors,,5.73466E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-18 13:00,13,9.20944E+12,local vendors,,5.73454E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-18,CHURI,Silver Jewelry,Jewelry,4.2903E+13,Ring $55,2025-01-18 13:00,13,7.30038E+12,,,5.73451E+12,Point of Sale,67810984120,1,55,0,0,55,0,0,0,6.6,61.6,1
2025-01-18,Better home,Better Home plants,,4.3184E+13,18,2025-01-18 13:00,13,7.50959E+12,local vendors,,5.73454E+12,Point of Sale,67810984120,1,18,0,0,18,0,0,0,2.16,20.16,1
2025-01-18,Camila's Home & Living,Camila's Home & Living,,4.87553E+13,Home Air Freshener,2025-01-18 14:00,14,9.25866E+12,local vendors,,5.73459E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,Wick Off Candles,Wick Off Candles,,4.85872E+13,Rubber duck,2025-01-18 10:00,10,9.22232E+12,local vendors,,5.73439E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-18,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-18 10:00,10,9.13941E+12,Accessories,,5.73439E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Pot Crochet Flower,Mini Crochet Flower,4.32725E+13,Flower medium $32,2025-01-18 10:00,10,7.33735E+12,,,5.73441E+12,Point of Sale,67810984120,1,32,0,0,32,0,0,0,3.84,35.84,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-18 16:00,16,7.3044E+12,,,5.73465E+12,Point of Sale,67810984120,1,13,-1.3,0,11.7,0,0,0,1.41,13.11,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-18 14:00,14,9.20944E+12,local vendors,,5.73456E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,CHURI,Crochet stuffed animal and flower,,4.83663E+13,Hello kitty,2025-01-18 16:00,16,7.38287E+12,,,5.73465E+12,Point of Sale,67810984120,1,39,-3.9,0,35.1,0,0,0,2.46,37.56,1
2025-01-18,aRt.V,aRt.V,Art,4.35706E+13,,2025-01-18 12:00,12,7.54159E+12,,,5.73448E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,Ollie & Co.,Love By Ollie Candles,Candle,4.85318E+13,My Happy Place 100ml Roomspray,2025-01-18 15:00,15,9.20818E+12,local vendors,,5.73463E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-18,MILARA,MILARA,,5.06577E+13,Felicity clip 2 for $18,2025-01-18 17:00,17,9.87307E+12,local vendors,,5.73467E+12,Point of Sale,67810984120,1,36,0,0,36,0,0,0,4.32,40.32,2
2025-01-18,Milklady,MilkLady Soap,soap,4.24144E+13,Jasmine Milk Tea,2025-01-18 13:00,13,7.3068E+12,soap,,5.73455E+12,Point of Sale,67810984120,1,12,0,0,12,0,0,0,1.44,13.44,1
2025-01-18,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-18 13:00,13,7.30876E+12,,,5.73455E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-18,aRt.V,aRt.V,Art,4.35706E+13,,2025-01-18 12:00,12,7.54159E+12,,,5.7345E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-18 10:00,10,9.13941E+12,Hair,,5.73439E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Crochet stuffed animal and flower,,4.83663E+13,Hello kitty,2025-01-18 12:00,12,7.38287E+12,,,5.7345E+12,Point of Sale,67810984120,1,39,0,0,39,0,0,0,2.73,41.73,1
2025-01-18,Avo Everlasting Essentials Inc.,Avo Everlasting Essentials Inc.,,4.86877E+13,Avo Lip Balm- Sangria,2025-01-18 15:00,15,9.20211E+12,,,5.73462E+12,Point of Sale,67810984120,1,6,0,0,6,0,0,0,0.72,6.72,1
2025-01-18,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-18 17:00,17,7.30876E+12,,,5.73467E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-18,MC Crystal Creations,MC Crystal Creations Candles,,5.06576E+13,MC Crystal bracelets / 0,2025-01-18 16:00,16,7.31051E+12,local vendors,,5.73467E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,Moody candles co,Moody Candles,,5.06752E+13,$15,2025-01-18 13:00,13,9.17862E+12,,,5.73455E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.32722E+13,,2025-01-18 13:00,13,7.33735E+12,NEW ARRIVALS,,5.73453E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-18,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-18 10:00,10,9.13941E+12,Baby,,5.73439E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-18,CHURI,Butterfly- Quilling card,Quilling Card,4.25858E+13,Default Title,2025-01-18 13:00,13,7.36068E+12,Quilling Card,,5.73454E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-18,CHURI,Stickers,,4.23667E+13,Cat,2025-01-18 17:00,17,7.30038E+12,,,5.73467E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,5
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-18 16:00,16,7.27485E+12,,,5.73464E+12,Point of Sale,67810984120,1,80,-40,0,40,0,0,0,4.8,44.8,2
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-18 14:00,14,9.20944E+12,local vendors,,5.73456E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,Ggumm Studio,Ggumm Studio Collection,,4.24372E+13,,2025-01-18 16:00,16,7.31059E+12,local vendors,,5.73465E+12,Point of Sale,67810984120,1,12,-1.2,0,10.8,0,0,0,1.3,12.1,1
2025-01-18,Milklady,MilkLady Soap,soap,4.24144E+13,Jasmine Milk Tea,2025-01-18 13:00,13,7.3068E+12,local vendors,,5.73455E+12,Point of Sale,67810984120,1,12,0,0,12,0,0,0,1.44,13.44,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-18 15:00,15,7.3044E+12,,,5.73462E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-18,CHURI,Sun Catcher,,5.06925E+13,Extra large,2025-01-18 10:00,10,9.27214E+12,local vendors,,5.73439E+12,Point of Sale,67810984120,1,32,0,0,32,0,0,0,3.84,35.84,1
2025-01-18,CHURI,Pochacco crochet keychain,,4.37665E+13,Default Title,2025-01-18 14:00,14,7.70417E+12,crochet keychain,,5.73456E+12,Point of Sale,67810984120,1,25,-7.5,0,17.5,0,0,0,2.11,19.61,1
2025-01-18,CHURI,Silver Jewelry,Jewelry,4.25259E+13,Bracelet$ 85,2025-01-18 10:00,10,7.30038E+12,,,5.73439E+12,Point of Sale,67810984120,1,85,0,0,85,0,0,0,10.2,95.2,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-18 14:00,14,9.20944E+12,local vendors,,5.73456E+12,Point of Sale,67810984120,1,16,-4.8,0,11.2,0,0,0,1.34,12.54,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-18 16:00,16,7.27485E+12,,,5.73465E+12,Point of Sale,67810984120,1,80,-40,0,40,0,0,0,4.8,44.8,2
2025-01-18,Fern & Petal,Fern & Petal,,4.25891E+13,Grapefruit / 10ml,2025-01-18 14:00,14,7.36139E+12,local vendors,,5.73456E+12,Point of Sale,67810984120,1,14,0,0,14,0,0,0,1.68,15.68,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-18 11:00,11,9.20944E+12,local vendors,,5.73445E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-18 10:00,10,7.3044E+12,,,5.73441E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-18 16:00,16,9.20944E+12,local vendors,,5.73467E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-18,Ggumm Studio,Ggumm studio fuzzy keychain,,4.83377E+13,Camera,2025-01-18 11:00,11,7.52193E+12,,,5.73444E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,1
2025-01-18,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.32722E+13,Mix Bouquet,2025-01-18 13:00,13,7.33735E+12,NEW ARRIVALS,,5.73455E+12,Point of Sale,67810984120,1,58,0,0,58,0,0,0,6.96,64.96,2
2025-01-18,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.32722E+13,,2025-01-18 13:00,13,7.33735E+12,NEW ARRIVALS,,5.73454E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-18,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-18 12:00,12,7.27485E+12,,,5.73449E+12,Point of Sale,67810984120,1,80,-40,0,40,0,0,0,4.8,44.8,2
2025-01-18,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-18 11:00,11,9.20944E+12,local vendors,,5.73445E+12,Point of Sale,67810984120,1,16,-4.8,0,11.2,0,0,0,1.34,12.54,1
2025-01-18,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-18 12:00,12,7.3044E+12,,,5.73447E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-19,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-19 12:00,12,7.30876E+12,,,5.73545E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-19,Bead Mindful Gems,Bead Mindful Gem,Clay Earrings,4.31248E+13,Affirm bracelet (I AM RESILIENT),2025-01-19 13:00,13,7.34409E+12,local vendors,,5.73548E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-19,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-19 17:00,17,7.3044E+12,,,5.73566E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-19,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-19 17:00,17,7.30876E+12,,,5.73566E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-19,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Ring $45,2025-01-19 16:00,16,7.30038E+12,,,5.73563E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-19,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Ring $45,2025-01-19 14:00,14,7.30038E+12,,,5.73556E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-19,Yum Ice,Yum Ice - Freeze Dried Candy,Freeze- Dried Candy,4.24144E+13,07- Peach Rings,2025-01-19 13:00,13,7.30681E+12,local vendors,,5.73551E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,1
2025-01-19,Camila's Home & Living,Camila's Home & Living,,4.87553E+13,Car Air Freshener,2025-01-19 12:00,12,9.25866E+12,local vendors,,5.73543E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-19,NSB,Nikki Stikki Botanicals Collection,,5.07355E+13,Cbd roller,2025-01-19 15:00,15,7.32554E+12,local vendors,,5.7356E+12,Point of Sale,67810984120,1,32,0,0,32,0,0,0,3.84,35.84,1
2025-01-19,CHURI,Gold Plated Jewelry,Jewelry,4.23666E+13,Bracelet $45,2025-01-19 15:00,15,7.27485E+12,,,5.73559E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-19,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-19 11:00,11,7.3044E+12,,,5.73543E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-19,Opulence Botanicals,Opulence Botanicals,Body oil,5.07335E+13,Lip balm,2025-01-19 10:00,10,7.38472E+12,local vendors,,5.73538E+12,Point of Sale,67810984120,1,14,0,0,14,0,0,0,1.68,15.68,1
2025-01-19,Mindfullmode,Mindfullmode stickers,,4.84893E+13,Sticker $5,2025-01-19 13:00,13,9.19759E+12,,,5.73551E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,2
2025-01-19,Ggumm Studio,Ggumm Studio Collection,,5.07356E+13,Phone charm 15,2025-01-19 17:00,17,7.31059E+12,local vendors,,5.73566E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,2
2025-01-19,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-19 12:00,12,7.30876E+12,,,5.73545E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-19,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-19 11:00,11,9.20944E+12,local vendors,,5.73538E+12,Point of Sale,67810984120,1,25,-7.5,0,17.5,0,0,0,2.11,19.61,1
2025-01-19,Belovedbyemily,Beloved by Emily Hair Accessories,Hair Accessories,4.24704E+13,Barrettes,2025-01-19 16:00,16,7.31545E+12,local vendors,,5.73563E+12,Point of Sale,67810984120,1,9.99,0,0,9.99,0,0,0,1.2,11.19,1
2025-01-19,Ggumm Studio,Ggumm Studio Collection,,5.06729E+13,Guy frog,2025-01-19 12:00,12,7.31059E+12,local vendors,,5.73544E+12,Point of Sale,67810984120,1,22,0,0,22,0,0,0,2.64,24.64,1
2025-01-19,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Bracelet $40,2025-01-19 13:00,13,7.27485E+12,,,5.73548E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-19,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-19 14:00,14,7.30876E+12,,,5.73557E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-19,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-19 10:00,10,7.30876E+12,,,5.73538E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-19,Aromabee,Aromabee Pure Essential Oil,essential oil,4.24903E+13,Sweet Orange / 10ml,2025-01-19 16:00,16,7.31054E+12,local vendors,,5.73562E+12,Point of Sale,67810984120,1,12,0,0,12,0,0,0,1.44,13.44,1
2025-01-19,Mindfullmode,Mindfullmode stickers,,4.84893E+13,Sticker $5,2025-01-19 14:00,14,9.19759E+12,,,5.73557E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-19,Knottywork designs,Knottywork designs,,4.83377E+13,1 pair,2025-01-19 16:00,16,9.15053E+12,,,5.73563E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-19,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-19 12:00,12,7.3044E+12,,,5.73543E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-19,HOM naturals,HOM Naturals,,5.07331E+13,Bangkok blend 15ml,2025-01-19 12:00,12,9.88938E+12,local vendors,,5.73544E+12,Point of Sale,67810984120,1,24,-12,0,12,0,0,0,1.44,13.44,1
